Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
uu,60009477,4,"Sunday, January  6, 2013 07:37:18 UTC",44.3922,-110.5042,1.4,3.60,15,"Yellowstone National Park, Wyoming"
ak,10633476,2,"Sunday, January  6, 2013 07:36:35 UTC",55.3819,-135.0672,2.6,20.00, 7,"off the coast of Southeastern Alaska"
ak,10633475,2,"Sunday, January  6, 2013 07:21:38 UTC",55.5997,-134.9666,2.9,20.00,10,"Southeastern Alaska"
ci,15270673,2,"Sunday, January  6, 2013 07:11:30 UTC",33.9448,-118.8617,1.8,8.90,29,"Channel Islands region, California"
ak,10633474,2,"Sunday, January  6, 2013 07:07:26 UTC",55.6429,-134.9909,2.7,20.00, 6,"Southeastern Alaska"
ak,10633473,2,"Sunday, January  6, 2013 07:07:20 UTC",51.3990,-174.3559,1.8,10.10, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633472,2,"Sunday, January  6, 2013 06:56:01 UTC",63.8470,-148.7472,1.0,10.50,18,"Central Alaska"
ak,10632029,3,"Sunday, January  6, 2013 06:31:30 UTC",51.6255,-175.1635,1.9,25.50,13,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60489682,3,"Sunday, January  6, 2013 06:31:09 UTC",48.3152,-122.6260,1.7,27.80,38,"Puget Sound region, Washington"
ak,10633470,2,"Sunday, January  6, 2013 06:27:48 UTC",55.6303,-134.9480,2.8,20.00, 8,"Southeastern Alaska"
ak,10633469,2,"Sunday, January  6, 2013 06:22:53 UTC",55.4568,-135.1057,3.5,10.50,16,"off the coast of Southeastern Alaska"
nc,71915976,2,"Sunday, January  6, 2013 06:21:32 UTC",37.3847,-118.5550,1.0,8.20,28,"Central California"
ak,10633467,2,"Sunday, January  6, 2013 06:04:08 UTC",55.9989,-135.1516,3.0,17.60,13,"off the coast of Southeastern Alaska"
ak,10633466,2,"Sunday, January  6, 2013 05:51:42 UTC",56.0583,-135.4062,2.6,20.00, 8,"Southeastern Alaska"
nc,71915956,0,"Sunday, January  6, 2013 05:48:15 UTC",38.8432,-122.8217,1.1,3.30,22,"Northern California"
ak,10632019,3,"Sunday, January  6, 2013 05:46:14 UTC",62.9732,-150.7692,1.4,108.70,14,"Central Alaska"
uu,60009472,2,"Sunday, January  6, 2013 05:42:36 UTC",44.4003,-110.5038,1.0,2.40,13,"Yellowstone National Park, Wyoming"
ak,10633463,2,"Sunday, January  6, 2013 05:40:01 UTC",55.5963,-135.3443,2.7,19.50,10,"off the coast of Southeastern Alaska"
ak,10633462,2,"Sunday, January  6, 2013 05:35:57 UTC",55.5072,-135.5123,2.4,20.00, 7,"off the coast of Southeastern Alaska"
ak,10633461,2,"Sunday, January  6, 2013 05:34:47 UTC",63.0522,-151.5295,1.1,11.80,11,"Central Alaska"
ak,10632016,2,"Sunday, January  6, 2013 05:33:53 UTC",51.5454,-177.5436,1.8,40.10,12,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60009467,2,"Sunday, January  6, 2013 05:23:07 UTC",44.4082,-110.5012,1.0,1.20,11,"Yellowstone National Park, Wyoming"
uu,60009457,4,"Sunday, January  6, 2013 05:18:36 UTC",44.3963,-110.5045,1.2,3.00,13,"Yellowstone National Park, Wyoming"
uu,60009452,2,"Sunday, January  6, 2013 05:17:02 UTC",44.4022,-110.5033,1.0,2.50,11,"Yellowstone National Park, Wyoming"
ak,10632014,2,"Sunday, January  6, 2013 04:50:41 UTC",51.4822,-175.7160,2.0,38.70,14,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60489632,3,"Sunday, January  6, 2013 04:50:08 UTC",48.3215,-122.6138,1.7,28.50,34,"Puget Sound region, Washington"
ak,10633458,2,"Sunday, January  6, 2013 04:47:25 UTC",61.7156,-147.3859,1.2,34.20,14,"Southern Alaska"
hv,60447491,5,"Sunday, January  6, 2013 04:43:10 UTC",19.4342,-155.2587,2.6,1.60,44,"Island of Hawaii, Hawaii"
ak,10632010,2,"Sunday, January  6, 2013 04:26:26 UTC",62.9872,-148.8447,1.2,69.90,17,"Central Alaska"
uu,60009442,4,"Sunday, January  6, 2013 04:22:45 UTC",44.4012,-110.5045,1.9,1.90,16,"Yellowstone National Park, Wyoming"
ak,10633456,2,"Sunday, January  6, 2013 04:21:56 UTC",55.7584,-134.9746,3.2,20.00,21,"Southeastern Alaska"
ak,10633455,2,"Sunday, January  6, 2013 04:16:55 UTC",62.4247,-148.7498,1.0,46.60,16,"Central Alaska"
ak,10632004,2,"Sunday, January  6, 2013 04:14:40 UTC",62.3635,-148.9459,1.6,44.00,22,"Central Alaska"
nm,010613a,A,"Sunday, January  6, 2013 04:09:44 UTC",36.2916,-89.4772,1.5,5.90, 9,"Tennessee"
ak,10633453,2,"Sunday, January  6, 2013 04:03:27 UTC",55.4746,-135.1683,2.5,20.00, 7,"off the coast of Southeastern Alaska"
uu,60009432,4,"Sunday, January  6, 2013 04:02:26 UTC",44.3945,-110.5047,1.8,3.70,17,"Yellowstone National Park, Wyoming"
ak,10632003,2,"Sunday, January  6, 2013 03:58:45 UTC",52.5030,-167.4994,3.0,5.10,15,"Fox Islands, Aleutian Islands, Alaska"
uu,60009427,5,"Sunday, January  6, 2013 03:52:04 UTC",44.3973,-110.5038,1.0,3.00,14,"Yellowstone National Park, Wyoming"
uu,60009417,4,"Sunday, January  6, 2013 03:50:13 UTC",44.3968,-110.5040,1.2,3.20,15,"Yellowstone National Park, Wyoming"
ak,10633451,2,"Sunday, January  6, 2013 03:46:22 UTC",55.5770,-134.7700,2.7,4.50, 9,"Southeastern Alaska"
ci,15270649,2,"Sunday, January  6, 2013 03:35:09 UTC",33.1550,-115.6365,1.0,0.20,29,"Southern California"
uu,60009412,4,"Sunday, January  6, 2013 03:16:10 UTC",44.6587,-110.4093,1.5,6.30,13,"Yellowstone National Park, Wyoming"
ak,10633449,2,"Sunday, January  6, 2013 03:15:10 UTC",63.2110,-151.3448,1.0,7.70,10,"Central Alaska"
ak,10633448,2,"Sunday, January  6, 2013 03:14:29 UTC",55.5759,-135.1762,2.8,20.00, 9,"off the coast of Southeastern Alaska"
ak,10631997,2,"Sunday, January  6, 2013 02:57:14 UTC",63.1603,-149.3051,1.2,17.20,18,"Central Alaska"
ak,10633446,2,"Sunday, January  6, 2013 02:52:30 UTC",56.0308,-135.2652,2.2,20.00, 7,"Southeastern Alaska"
ak,10633445,2,"Sunday, January  6, 2013 02:40:30 UTC",60.2156,-152.8428,2.3,122.40,25,"Southern Alaska"
nn,00398804,9,"Sunday, January  6, 2013 02:37:45 UTC",38.4134,-118.7390,2.0,0.00,13,"Nevada"
ak,10631993,2,"Sunday, January  6, 2013 02:37:39 UTC",65.1161,-149.2931,1.1,3.70, 9,"northern Alaska"
us,c000ek3q,4,"Sunday, January  6, 2013 02:32:33 UTC",35.2609,141.1244,4.3,26.60,21,"near the east coast of Honshu, Japan"
ak,10631986,2,"Sunday, January  6, 2013 02:16:56 UTC",59.1003,-153.5844,2.8,105.60,32,"Southern Alaska"
ak,10633441,2,"Sunday, January  6, 2013 02:16:26 UTC",55.4777,-135.0335,2.9,20.00,12,"off the coast of Southeastern Alaska"
ak,10633440,2,"Sunday, January  6, 2013 02:06:56 UTC",55.6390,-135.0427,3.2,20.00,14,"off the coast of Southeastern Alaska"
ak,10631982,2,"Sunday, January  6, 2013 02:02:45 UTC",63.0377,-149.1853,1.7,74.50,21,"Central Alaska"
nc,71915876,3,"Sunday, January  6, 2013 01:36:13 UTC",36.6200,-121.2307,1.8,5.90,48,"Central California"
ak,10633438,2,"Sunday, January  6, 2013 01:26:36 UTC",55.3336,-134.6472,2.7,14.40,10,"Southeastern Alaska"
ak,10631978,2,"Sunday, January  6, 2013 01:20:33 UTC",59.9972,-152.1517,2.1,80.60,27,"Southern Alaska"
ak,10631976,2,"Sunday, January  6, 2013 01:13:04 UTC",63.4331,-147.5468,1.0,14.60,12,"Central Alaska"
ak,10633435,2,"Sunday, January  6, 2013 00:55:30 UTC",55.5369,-134.7510,3.1,20.00,12,"Southeastern Alaska"
ak,10631973,2,"Sunday, January  6, 2013 00:49:18 UTC",52.8796,-174.1725,2.0,13.30, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633433,2,"Sunday, January  6, 2013 00:32:32 UTC",62.7300,-151.9265,1.4,13.70,12,"Central Alaska"
nc,71915861,0,"Sunday, January  6, 2013 00:22:25 UTC",38.8360,-122.7843,1.1,2.00,13,"Northern California"
ak,10633432,2,"Sunday, January  6, 2013 00:14:34 UTC",55.6565,-134.9801,2.6,20.00, 7,"Southeastern Alaska"
ak,10631962,2,"Sunday, January  6, 2013 00:08:17 UTC",54.4668,-161.6908,3.0,17.00,14,"Alaska Peninsula"
ak,10633430,2,"Sunday, January  6, 2013 00:02:21 UTC",55.3997,-134.9396,3.2,20.00,13,"Southeastern Alaska"
ak,10636699,2,"Saturday, January  5, 2013 23:41:04 UTC",55.4331,-134.9399,2.7,20.00, 6,"Southeastern Alaska"
ak,10636697,2,"Saturday, January  5, 2013 23:16:54 UTC",60.7624,-150.4719,1.5,46.20,12,"Kenai Peninsula, Alaska"
ak,10636696,2,"Saturday, January  5, 2013 23:16:37 UTC",63.2960,-149.5934,1.2,85.90,10,"Central Alaska"
ak,10636695,2,"Saturday, January  5, 2013 23:14:16 UTC",55.5642,-134.9396,2.9,20.00, 8,"Southeastern Alaska"
ak,10636694,2,"Saturday, January  5, 2013 23:08:24 UTC",63.0733,-151.7597,1.1,19.30, 7,"Central Alaska"
nc,71915836,1,"Saturday, January  5, 2013 23:05:37 UTC",38.8193,-122.7950,1.5,4.00,34,"Northern California"
